"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NY.GDP.FCST.KD","Valor agregado bruto al costo de los factores (US$ a precios constantes de 2015) ","El valor agregado bruto a precios básicos (anteriormente PIB al costo de los factores) se obtiene como la suma del valor agregado en los sectores de agricultura, industria y servicios. Si el valor agregado de estos sectores se calcula a valores de comprador, el valor agregado bruto a precios básicos se obtiene restando del PIB los impuestos netos sobre los productos. Los datos están a precios constantes de 2015, expresados ​​en dólares estadounidenses.","Datos de cuentas nacionales del Banco Mundial y archivos de datos de Cuentas Nacionales de la OCDE.",
"NY.GDP.FCST.CN","Valor agregado bruto al costo de los factores (UMN a precios actuales)","El valor agregado bruto al costo de los factores (anteriormente PIB al costo de los factores) se obtiene de la suma del valor agregado de los sectores de agricultura, industria y servicios. Si el valor agregado de estos sectores se calcula a valores de precio de comprador, el valor agregado bruto al costo de los factores se obtiene restando los impuestos netos a los productos al PIB. Los datos se expresan en moneda local a precios corrientes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NY.GDP.FCST.CD","Valor agregado bruto al costo de los factores (US$ a precios actuales)","El valor agregado bruto al costo de los factores (anteriormente PIB al costo de los factores) se obtiene de la suma del valor agregado de los sectores de agricultura, industria y servicios. Si el valor agregado de estos sectores se calcula a valores de precio de comprador, el valor agregado bruto al costo de los factores se obtiene restando los impuestos netos a los productos al PIB. Datos en US$ a precios actuales.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NY.GDP.DISC.KN","Discrepancia en la estimación del PIB por el método del gasto (UMN a precios constantes)","  Generalmente surge una discrepancia estadística cuando los componentes del PIB se estiman en forma independiente por origen industrial y por categorías de gasto. Este ítem representa la discrepancia en el uso de recursos (es decir, la estimación del PIB por categorías de gasto). Los datos están expresados en moneda local a precios constantes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NY.GDP.DISC.CN","Discrepancia en la estimación del PIB por el método del gasto (UMN a precios actuales)","La discrepancia en la estimación del PIB por el método del gasto es la discrepancia incluida en el gasto de consumo final, etc. (consumo total, etc.). Esta discrepancia se incluye para asegurar que el PIB según el enfoque del gasto sea igual al PIB medido según el enfoque del ingreso y el de producción. Los datos se expresan en moneda local a precios corrientes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NY.GDP.DEFL.ZS","Índice de deflación del PIB (el año base varía según el país)","El deflactor implícito del PIB es el cociente entre el PIB en moneda local a precios corrientes y el PIB en moneda local a precios constantes. El año base varía según el país.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NY.GDP.DEFL.KD.ZG","Inflación, deflactor del PIB (%) anual","La inflación medida por la tasa de crecimiento anual del deflactor implícito del PIB muestra la tasa de cambio de precios en la economía en su conjunto. El deflactor implícito del PIB es la relación entre el PIB en moneda local corriente y el PIB en moneda local constante.","Datos de cuentas nacionales del Banco Mundial y archivos de datos de Cuentas Nacionales de la OCDE.",
"NY.EXP.CAPM.KN","Exportaciones como capacidad para importar (UMN a precios constantes)","Las exportaciones como capacidad para importar son iguales al valor a precios corrientes de las exportaciones de bienes y servicios deflactado por el índice de precios de importación. Los datos están expresados en moneda local a precios constantes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NY.ADJ.SVNX.GN.ZS","Ahorro neto ajustado, excluido el daño por emisión de partículas (% del ingreso nacional bruto: INB)","El ahorro neto ajustado equivale al ahorro nacional neto más el gasto en educación y menos el agotamiento de fuentes de energía, el agotamiento de minerales, el agotamiento neto de recursos forestales, y la emisión de dióxido de carbono. Esta serie excluye el daño por emisiones de partículas.","Cálculos del personal del Banco Mundial basados en fuentes y métodos que aparecen en la publicación del Banco Mundial ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (La riqueza variable de las naciones: Medición del desarrollo sostenible en el nuevo milenio) (2011).",
"NY.ADJ.SVNX.CD","Ahorro neto ajustado, excluido el daño por emisión de partículas (US$ actuales)","El ahorro neto ajustado equivale al ahorro nacional neto más el gasto en educación y menos el agotamiento de fuentes de energía, el agotamiento de minerales, el agotamiento neto de recursos forestales, y la emisión de dióxido de carbono. Esta serie excluye el daño por emisiones de partículas.","Cálculos del personal del Banco Mundial basados en fuentes y métodos que aparecen en la publicación del Banco Mundial ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (La riqueza variable de las naciones: Medición del desarrollo sostenible en el nuevo milenio) (2011).",
"NY.ADJ.SVNG.GN.ZS","Ahorro neto ajustado, incluido el daño por emisión de partículas (% del INB)","El ahorro neto ajustado es igual al ahorro nacional neto más el gasto en educación y menos el agotamiento de fuentes de energía, el agotamiento de minerales, el agotamiento neto de recursos forestales, y el daño por emisiones de partículas y de dióxido de carbono.","Cálculos del personal del Banco Mundial basados en fuentes y métodos que aparecen en la publicación del Banco Mundial ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (La riqueza variable de las naciones: Medición del desarrollo sostenible en el nuevo milenio) (2011).",
"NY.ADJ.SVNG.CD"," Ahorro neto ajustado, incluido el daño por emisión de partículas (US$ actuales)","El ahorro neto ajustado es igual al ahorro nacional neto más el gasto en educación y menos el agotamiento de fuentes de energía, el agotamiento de minerales, el agotamiento neto de recursos forestales, y el daño por emisiones de partículas y de dióxido de carbono.","Cálculos del personal del Banco Mundial basados en fuentes y métodos que aparecen en la publicación del Banco Mundial ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (La riqueza variable de las naciones: Medición del desarrollo sostenible en el nuevo milenio) (2011).",
"NY.ADJ.NNTY.PC.KD.ZG","Ingreso nacional neto ajustado per cápita (% de crecimiento anual)","El ingreso nacional neto reajustado es el INB menos el consumo de capital fijo y el agotamiento de los recursos naturales.","Cálculos del personal del Banco Mundial basados en fuentes y métodos que aparecen en la publicación del Banco Mundial ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (La riqueza variable de las naciones: Medición del desarrollo sostenible en el nuevo milenio) (2011).",
"NY.ADJ.NNTY.PC.KD","Ingreso nacional neto ajustado per cápita (USD constantes de 2015)","El ingreso nacional neto ajustado es el INB menos el consumo de capital fijo y el agotamiento de los recursos naturales.","Estimaciones del personal del Banco Mundial basadas en fuentes y métodos en ""La riqueza cambiante de las naciones: medición del desarrollo sostenible en el nuevo milenio"" del Banco Mundial (2011).",
"NY.ADJ.NNTY.PC.CD","Ingreso nacional neto ajustado per cápita (US$ a precios actuals)","El ingreso nacional neto reajustado es el INB menos el consumo de capital fijo y el agotamiento de los recursos naturales.","Cálculos del personal del Banco Mundial basados en fuentes y métodos que aparecen en la publicación del Banco Mundial ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (La riqueza variable de las naciones: Medición del desarrollo sostenible en el nuevo milenio) (2011).",
"NY.ADJ.NNTY.KD.ZG","Ingreso nacional neto ajustado (% de crecimiento anual)","El ingreso nacional neto reajustado es el INB menos el consumo de capital fijo y el agotamiento de los recursos naturales.","Cálculos del personal del Banco Mundial basados en fuentes y métodos que aparecen en la publicación del Banco Mundial ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (La riqueza variable de las naciones: Medición del desarrollo sostenible en el nuevo milenio) (2011).",
"NY.ADJ.NNTY.KD","Ingreso nacional neto ajustado (USD constantes de 2015)","El ingreso nacional neto ajustado es el INB menos el consumo de capital fijo y el agotamiento de los recursos naturales.","Estimaciones del personal del Banco Mundial basadas en fuentes y métodos en ""La riqueza cambiante de las naciones: medición del desarrollo sostenible en el nuevo milenio"" del Banco Mundial (2011).",
"NY.ADJ.NNTY.CD","Ingreso nacional neto ajustado (US$ a precios actuales)","El ingreso nacional neto reajustado es el INB menos el consumo de capital fijo y el agotamiento de los recursos naturales.","Cálculos del personal del Banco Mundial basados en fuentes y métodos que aparecen en la publicación del Banco Mundial ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (La riqueza variable de las naciones: Medición del desarrollo sostenible en el nuevo milenio) (2011).",
"NY.ADJ.NNAT.GN.ZS","Ahorro ajustado: ahorro nacional neto (% del INB)","El ahorro nacional neto es igual al ahorro nacional bruto menos el valor del consumo de capital fijo.","Cálculos del personal del Banco Mundial basados en fuentes y métodos que aparecen en la publicación del Banco Mundial ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (La riqueza variable de las naciones: Medición del desarrollo sostenible en el nuevo milenio) (2011).",
"NY.ADJ.NNAT.CD","Ahorro ajustado: ahorro nacional neto (US$ actuales)","El ahorro nacional neto es igual al ahorro nacional bruto menos el valor del consumo de capital fijo.","Cálculos del personal del Banco Mundial basados en fuentes y métodos que aparecen en la publicación del Banco Mundial ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (La riqueza variable de las naciones: Medición del desarrollo sostenible en el nuevo milenio) (2011).",
"NY.ADJ.ICTR.GN.ZS","Ahorro ajustado: ahorro bruto (% del INB)","El ahorro bruto es la diferencia entre el ingreso nacional bruto y el consumo público y privado, más las transferencias corrientes netas.","Archivos de datos sobre las cuentas nacionales del Banco Mundial.",
"NY.ADJ.DRES.GN.ZS","Ahorros reajustados: Agotamiento de los recursos naturales (% del INB)","El agotamiento de los recursos naturales es la suma del agotamiento forestal neto, de la energía y de los minerales. El agotamiento forestal neto es la renta por recursos unitarios multiplicada por el exceso de cosecha de madera en rollo por sobre el crecimiento natural. El agotamiento de la energía es la relación entre el valor de las existencias de recursos energéticos y la duración de las reservas restantes (con un máximo de 25 años). Abarca carbón, petróleo crudo y gas natural. El agotamiento de los minerales es la relación entre el valor de las existencias de recursos minerales y la duración de las reservas restantes (con un máximo de 25 años). Abarca estaño, oro, plomo, zinc, hierro, cobre, níquel, plata, bauxita y fosfato.","Cálculos del personal del Banco Mundial basados en fuentes y métodos que aparecen en la publicación del Banco Mundial ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (La riqueza variable de las naciones: Medición del desarrollo sostenible en el nuevo milenio) (2011).",
"NY.ADJ.DPEM.GN.ZS","Ahorro ajustado: daño por emisión de partículas (% del INB)","Particulate emissions damage is the damage due to exposure of a countrys population to ambient concentrations of particulates measuring less than 2.5 microns in diameter (PM2.5), ambient ozone pollution, and indoor concentrations of PM2.5 in households cooking with solid fuels. Damages are calculated as foregone labor income due to premature death. Estimates of health impacts from the Global Burden of Disease Study 2013 are for 1990, 1995, 2000, 2005, 2010, and 2013. Data for other years have been extrapolated from trends in mortality rates.","Los datos sobre los efectos en la salud provocados por la exposición a la contaminación ambiental por PM2,5 y la contaminación del aire en el interior de las viviendas se obtuvieron del Estudio sobre la Carga Mundial de Morbilidad 2013. Los datos son proporcionados por el Instituto para la Medición y Evaluación de la Salud en la Universidad de Washington.",
"NY.ADJ.DPEM.CD","Ahorro ajustado: daño por emisión de partículas (US$ actuales)","Particulate emissions damage is the damage due to exposure of a countrys population to ambient concentrations of particulates measuring less than 2.5 microns in diameter (PM2.5), ambient ozone pollution, and indoor concentrations of PM2.5 in households cooking with solid fuels. Damages are calculated as foregone labor income due to premature death. Estimates of health impacts from the Global Burden of Disease Study 2013 are for 1990, 1995, 2000, 2005, 2010, and 2013. Data for other years have been extrapolated from trends in mortality rates.","Los datos sobre los efectos en la salud provocados por la exposición a la contaminación ambiental por PM2,5 y la contaminación del aire en el interior de las viviendas se obtuvieron del Estudio sobre la Carga Mundial de Morbilidad 2013. Los datos son proporcionados por el Instituto para la Medición y Evaluación de la Salud en la Universidad de Washington.",
"NY.ADJ.DNGY.GN.ZS","Ahorro ajustado: agotamiento de fuentes de energía (% del INB)","El agotamiento de fuentes de energía equivale al producto de la renta unitaria de los recursos y las cantidades físicas de la energía extraída. Comprende petróleo crudo, gas natural y carbón. ","Cálculos del personal del Banco Mundial basados en fuentes y métodos que aparecen en la publicación del Banco Mundial ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (La riqueza variable de las naciones: Medición del desarrollo sostenible en el nuevo milenio) (2011).",
"NY.ADJ.DNGY.CD","Ahorro ajustado: agotamiento de fuentes de energía (US$ actuales)","El agotamiento de fuentes de energía equivale al producto de la renta unitaria de los recursos y las cantidades físicas de la energía extraída. Comprende petróleo crudo, gas natural y carbón. ","Cálculos del personal del Banco Mundial basados en fuentes y métodos que aparecen en la publicación del Banco Mundial ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (La riqueza variable de las naciones: Medición del desarrollo sostenible en el nuevo milenio) (2011).",
"NY.ADJ.DMIN.GN.ZS","Ahorro ajustado: agotamiento de minerales (% del INB)","El agotamiento de minerales es igual al producto de la renta unitaria de los recursos y las cantidades físicas de los minerales extraídos. Comprende bauxita, cobre, hierro, plomo, níquel, fosfato, latón, zinc, oro y plata. ","Cálculos del personal del Banco Mundial basados en fuentes y métodos que aparecen en la publicación del Banco Mundial ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (La riqueza variable de las naciones: Medición del desarrollo sostenible en el nuevo milenio) (2011).",
"NY.ADJ.DMIN.CD","Ahorro ajustado: agotamiento de minerales (US$ actuales)","El agotamiento de minerales es igual al producto de la renta unitaria de los recursos y las cantidades físicas de los minerales extraídos. Comprende bauxita, cobre, hierro, plomo, níquel, fosfato, latón, zinc, oro y plata. ","Cálculos del personal del Banco Mundial basados en fuentes y métodos que aparecen en la publicación del Banco Mundial ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (La riqueza variable de las naciones: Medición del desarrollo sostenible en el nuevo milenio) (2011).",
"NY.ADJ.DKAP.GN.ZS","Ahorro ajustado: consumo de capital fijo (% del INB)","El consumo de capital fijo representa el valor de reposición del capital utilizado en su totalidad durante el proceso de producción.","Estimaciones del personal del Banco Mundial, de acuerdo con datos extraídos de estadísticas sobre cuentas nacionales de la División de Estadística de las Naciones Unidas.",
"NY.ADJ.DKAP.CD","Ahorro ajustado: consumo de capital fijo (US$ actuales)","El consumo de capital fijo representa el valor de reposición del capital utilizado en su totalidad durante el proceso de producción.","Estimaciones del personal del Banco Mundial, de acuerdo con datos extraídos de estadísticas sobre cuentas nacionales de la División de Estadística de las Naciones Unidas.",
"NY.ADJ.DFOR.GN.ZS","Ahorro ajustado: agotamiento neto de recursos forestales (% del INB)","El agotamiento neto de recursos forestales se calcula como el producto de la renta unitaria de los recursos y el excedente de la cosecha de rollizos sobre el crecimiento natural.","Cálculos del personal del Banco Mundial basados en fuentes y métodos que aparecen en la publicación del Banco Mundial ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (La riqueza variable de las naciones: Medición del desarrollo sostenible en el nuevo milenio) (2011).",
"NY.ADJ.DFOR.CD","Ahorro ajustado: agotamiento neto de recursos forestales (US$ a precios actuales)","El agotamiento neto de recursos forestales se calcula como el producto de la renta unitaria de los recursos y el excedente de la cosecha de rollizos sobre el crecimiento natural.","Cálculos del personal del Banco Mundial basados en fuentes y métodos que aparecen en la publicación del Banco Mundial ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (La riqueza variable de las naciones: Medición del desarrollo sostenible en el nuevo milenio) (2011).",
"NY.ADJ.DCO2.GN.ZS","Ahorro ajustado: daño por emisión de dióxido de carbono (% del INB)","El daño por emisión de dióxido de carbono se estima en US$20 por tonelada de carbono (daño unitario en dólares de los Estados Unidos de 1995) multiplicado por la cantidad de toneladas de carbono emitidas.","Estimaciones del personal del Banco Mundial, sobre la base de “Valuing Climate Change: The Economics of the Greenhouse” (1995), de Samuel Fankhauser.",
"NY.ADJ.DCO2.CD","Ahorro ajustado: daño por emisión de dióxido de carbono (US$ actuales)","El daño por emisión de dióxido de carbono se estima en US$20 por tonelada de carbono (daño unitario en dólares de los Estados Unidos de 1995) multiplicado por la cantidad de toneladas de carbono emitidas.","Estimaciones del personal del Banco Mundial, sobre la base de “Valuing Climate Change: The Economics of the Greenhouse” (1995), de Samuel Fankhauser.",
"NY.ADJ.AEDU.GN.ZS","Ahorro ajustado: gasto en educación (% del INB)","El término gastos en educación se refiere a los gastos operativos corrientes en educación, que incluye sueldos y salarios, y excluyen inversiones de capital en edificios y equipos.","Estimaciones del personal del Banco Mundial, de acuerdo con datos extraídos del Statistical Yearbook (anuario estadístico) de la División de Estadística de las Naciones Unidas y de la base de datos en línea del Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"NY.ADJ.AEDU.CD","Ahorro ajustado: gasto en educación (US$ actuales)","El término gastos en educación se refiere a los gastos operativos corrientes en educación, que incluye sueldos y salarios, y excluyen inversiones de capital en edificios y equipos.","Estimaciones del personal del Banco Mundial, de acuerdo con datos extraídos del Statistical Yearbook (anuario estadístico) de la División de Estadística de las Naciones Unidas y de la base de datos en línea del Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"NV.SRV.TOTL.ZS","","","",
"NV.SRV.TOTL.KN","Servicios, valor agregado (UMN constantes)","","",
"NV.SRV.TOTL.KD.ZG","","","",
"NV.SRV.TOTL.KD","Servicios, valor agregado (US$ constantes de 2015)","Los servicios corresponden a las divisiones 45-99 de la CIIU. Incluyen el valor agregado en el comercio mayorista y minorista (incluidos hoteles y restaurantes), el transporte y los servicios gubernamentales, financieros, profesionales y personales, como educación, atención médica y servicios inmobiliarios. También se incluyen los cargos por servicios bancarios imputados, los derechos de importación y cualquier discrepancia estadística observada por los compiladores nacionales, así como las discrepancias que surjan del reescalamiento. El valor agregado es la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Se calcula sin hacer deducciones por depreciación de activos fabricados o por agotamiento y degradación de recursos naturales. El origen industrial del valor agregado está determinado por la Clasificación Industrial Internacional Uniforme (CIIU), revisión 4. Los datos están a precios constantes de 2015, expresados ​​en dólares estadounidenses.","Datos de cuentas nacionales del Banco Mundial y archivos de datos de Cuentas Nacionales de la OCDE.",
"NV.SRV.TOTL.CN","Servicios, valor agregado (UMN actuales)","","",
"NV.SRV.TOTL.CD","Servicios, valor agregado (US$ actuales)","","",
"NV.SRV.EMPL.KD","Servicios, valor agregado por trabajador (USD constantes de 2015)","El valor agregado por trabajador es una medida de la productividad laboral: valor agregado por unidad de insumo. El valor agregado denota la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Los datos están en dólares estadounidenses constantes de 2015. Servicios corresponde a las categorías de tabulación G-P (revisión 3) o categorías de tabulación G-U (revisión 4) de la Clasificación Industrial Internacional Uniforme (CIIU), e incluye comercio mayorista y minorista y restaurantes y hoteles; transporte, almacenamiento y comunicaciones; financiación, seguros, bienes raíces y servicios comerciales; y servicios comunitarios, sociales y personales.","Obtenido utilizando datos de cuentas nacionales del Banco Mundial y archivos de datos de Cuentas Nacionales de la OCDE, y datos de empleo de la base de datos ILOSTAT de la Organización Internacional del Trabajo.",
"NV.MNF.TXTL.ZS.UN","Textiles e indumentaria (% del valor agregado en la industrialización)","Valor agregado en la industria manufacturera es la suma de la producción bruta menos el valor de los insumos intermedios utilizados en la producción de las industrias clasificadas en la categoría D de la Clasificación Industrial Internacional Uniforme (CIIU). Textiles e indumentaria pertenecen al grupos CIIU 17-19.","Organización de las Naciones Unidas para el Desarrollo Industrial, Anuario Internacional de Estadísticas Industriales.",
"NV.MNF.TECH.ZS.UN","","","",
"NV.MNF.OTHR.ZS.UN","Otros productos manufacturados (% del valor agregado en la industrialización)","El valor agregado en la industria manufacturera es la suma de la producción bruta menos el valor de los insumos intermedios utilizados en el proceso productivo de las industrias clasificadas en la división principal D de la CIIU. Otras industrias manufactureras incluye madera y productos relacionados (división 20), papel y productos relacionados (divisions 21-22), petróleo y productos relacionados (grupo 23), metales básicos y productos minerales (division 27), productos elaborados de metal y artículos profesionales (grupo 28), y otras industrias (grupos 25, 26, 31, 33, 36, y 37). Incluye datos no asignados. Cuando los datos sobre productos textiles, maquinarias o sustancias químicas aparecen como no disponibles, se incluyen en otras industrias manufactureras.","Organización de las Naciones Unidas para el Desarrollo Industrial, Anuario Internacional de Estadísticas Industriales.",
"NV.MNF.MTRN.ZS.UN","Maquinaria y equipo de transporte (% del valor agregado en la industrialización)","Valor agregado en la industria manufacturera es la suma de la producción bruta menos el valor de los insumos intermedios utilizados en la producción de las industrias clasificadas en la categoría D de la Clasificación Industrial Internacional Uniforme (CIIU). Maquinaria y Equipo de transporte pertenecen a los grupos CIIU 29, 30, 32, 34, 35.","Organización de las Naciones Unidas para el Desarrollo Industrial, Anuario Internacional de Estadísticas Industriales.",
"NV.MNF.FBTO.ZS.UN","Alimentos, bebidas y tabaco (% del valor agregado en la industrialización)","Valor agregado en la industria manufacturera es la suma de la producción bruta menos el valor de los insumos intermedios utilizados en la producción de las industrias clasificadas en la categoría D de la Clasificación Industrial Internacional Uniforme (CIIU). Alimentos, bebidas y tabaco pertenecen al grupo CIIU 15-16.","Organización de las Naciones Unidas para el Desarrollo Industrial, Anuario Internacional de Estadísticas Industriales.",
"NV.MNF.CHEM.ZS.UN","Productos químicos (% del valor agregado en la industrialización)","Valor agregado en la industria manufacturera es la suma de la producción bruta menos el valor de los insumos intermedios utilizados en la producción de las industrias clasificadas en la categoría D de la Clasificación Industrial Internacional Uniforme (CIIU). Los productos químicos pertenecen a los grupos CIIU 24.","Organización de las Naciones Unidas para el Desarrollo Industrial, Anuario Internacional de Estadísticas Industriales.",
"NV.IND.TOTL.ZS","Industria, valor agregado (% del PIB)","El término “industria” corresponde a las divisiones 10 a 45 de la CIIU e incluye a las industrias manufactureras (divisiones 15 a 37 de la CIIU). Comprende el valor agregado en explotación de minas y canteras, industrias manufactureras (que también se informa como un subgrupo distinto), construcción, y suministro de electricidad, gas y agua. El valor agregado es la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Se calcula sin hacer deducciones por depreciación de bienes manufacturados o por agotamiento y degradación de recursos naturales. El origen del valor agregado de determina a partir de la CIIU, Revisión 3. Nota: Para los países que contabilizan en base valor agregado, se utiliza como denominador el valor agregado bruto al costo de los factores.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NV.IND.TOTL.KN","Industria, valor agregado (UMN a precios constantes)","El término “industria” corresponde a las divisiones 10 a 45 de la CIIU e incluye a las industrias manufactureras (divisiones 15 a 37 de la CIIU). Comprende el valor agregado en explotación de minas y canteras, industrias manufactureras (que también se informa como un subgrupo distinto), construcción, y suministro de electricidad, gas y agua. El valor agregado es la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Se calcula sin hacer deducciones por depreciación de bienes manufacturados o por agotamiento y degradación de recursos naturales. El origen del valor agregado de determina a partir de la CIIU, Revisión 3. Los datos están expresados en moneda local, a precios constantes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NV.IND.TOTL.KD.ZG","Industria, valor agregado (% de crecimiento anual)","Tasa de crecimiento anual del valor agregado industrial en moneda local, a precios constantes. Los agregados están expresados en dólares de los Estados Unidos a precios constantes del año 2010. El término “industria” corresponde a las divisiones 10 a 45 de la CIIU e incluye a las industrias manufactureras (divisiones 15 a 37 de la CIIU). Comprende el valor agregado en explotación de minas y canteras, industrias manufactureras (que también se informa como un subgrupo distinto), construcción, y suministro de electricidad, gas y agua. El valor agregado es la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Se calcula sin hacer deducciones por depreciación de bienes manufacturados o por agotamiento y degradación de recursos naturales. El origen del valor agregado de determina a partir de la CIIU, Revisión 3.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NV.IND.TOTL.KD","Industria (incluida la construcción), valor agregado (USD constantes de 2015)","La industria (incluida la construcción) corresponde a las divisiones 05-43 de la CIIU e incluye la manufactura (divisiones 10-33 de la CIIU). Comprende el valor agregado en minería, manufactura (también reportado como un subgrupo separado), construcción, electricidad, agua y gas. El valor agregado es la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Se calcula sin hacer deducciones por depreciación de activos fabricados o por agotamiento y degradación de recursos naturales. El origen del valor agregado está determinado por la Clasificación Industrial Internacional Uniforme (CIIU), revisión 4. Los datos están a precios constantes de 2015, expresados ​​en dólares estadounidenses.","Datos de cuentas nacionales del Banco Mundial y archivos de datos de Cuentas Nacionales de la OCDE.",
"NV.IND.TOTL.CN","Industria, valor agregado (UMN a precios actuales)","El término “industria” corresponde a las divisiones 10 a 45 de la CIIU e incluye a las industrias manufactureras (divisiones 15 a 37 de la CIIU). Comprende el valor agregado en explotación de minas y canteras, industrias manufactureras (que también se informa como un subgrupo distinto), construcción, y suministro de electricidad, gas y agua. El valor agregado es la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Se calcula sin hacer deducciones por depreciación de bienes manufacturados o por agotamiento y degradación de recursos naturales. El origen del valor agregado de determina a partir de la CIIU, Revisión 3. Los datos se expresan en moneda local a precios corrientes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NV.IND.TOTL.CD","Industria, valor agregado (US$ a precios actuales)","El término “industria” corresponde a las divisiones 10 a 45 de la CIIU e incluye a las industrias manufactureras (divisiones 15 a 37 de la CIIU). Comprende el valor agregado en explotación de minas y canteras, industrias manufactureras (que también se informa como un subgrupo distinto), construcción, y suministro de electricidad, gas y agua. El valor agregado es la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Se calcula sin hacer deducciones por depreciación de bienes manufacturados o por agotamiento y degradación de recursos naturales. El origen del valor agregado de determina a partir de la CIIU, Revisión 3. Los datos se expresan en dólares de los Estados Unidos a precios corrientes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NV.IND.MANF.ZS","Industrialización, valor agregado (% del PIB)","El término industrias manufactureras se refiere a las industrias pertenecientes a las divisiones 15 a 37 de la CIIU. El valor agregado es la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Se calcula sin hacer deducciones por depreciación de bienes manufacturados o por agotamiento y degradación de recursos naturales. El origen del valor agregado de determina a partir de la CIIU, Revisión 3. Nota: Para los países que contabilizan en base valor agregado, se utiliza como denominador el valor agregado bruto al costo de los factores.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NV.IND.MANF.KN","Industrialización, valor agregado (UMN a precios constantes) ","El término industrias manufactureras se refiere a las industrias pertenecientes a las divisiones 15 a 37 de la CIIU. El valor agregado es la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Se calcula sin hacer deducciones por depreciación de bienes manufacturados o por agotamiento y degradación de recursos naturales. El origen del valor agregado de determina a partir de la CIIU, Revisión 3. Los datos están expresados en moneda local, a precios constantes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NV.IND.MANF.KD.ZG","Industrialización, valor agregado (% del crecimiento anual)","Tasa de crecimiento anual del valor agregado en la industria manufacturera en moneda local, a precios constantes. Los agregados están expresados en dólares de los Estados Unidos a precios constantes del año 2010. El término industrias manufactureras se refiere a las industrias pertenecientes a las divisiones 15 a 37 de la CIIU. El valor agregado es la producción neta de un sector después de sumar todos los productos y restar los insumos intermedios. Se calcula sin hacer deducciones por depreciación de bienes manufacturados o por agotamiento y degradación de recursos naturales. El origen del valor agregado de determina a partir de la CIIU, Revisión 3.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
